Datum;Temperatur;Anteil VE
06.12.2020;3.7;68.6
07.12.2020;4.3;67.1
08.12.2020;2;78.5
09.12.2020;2;82.5
10.12.2020;1.9;84
11.12.2020;3.2;64.6
12.12.2020;5.8;71.2
13.12.2020;6.8;73.6
14.12.2020;5.1;55.2
15.12.2020;6.8;69.1
16.12.2020;7.5;70.7
17.12.2020;7.1;53.9
18.12.2020;2.3;54.3
19.12.2020;5;43
20.12.2020;6.9;53.1
21.12.2020;7.4;48.8
22.12.2020;12.2;38.7
23.12.2020;12.3;64.7
24.12.2020;7.7;40.6
25.12.2020;3;61.2
26.12.2020;1.5;37.6
27.12.2020;2.3;16.9
28.12.2020;4.3;61.7
29.12.2020;3.7;61.1
30.12.2020;3.8;50.1
31.12.2020;2.4;58.3
01.01.2021;2.7;75.9
02.01.2021;2.2;77.1
03.01.2021;1.2;51.9
04.01.2021;1.9;63.2
05.01.2021;2.4;65.5
06.01.2021;2.3;73
07.01.2021;2.2;79
08.01.2021;0.8;80.1
09.01.2021;0.7;81.2
10.01.2021;-1.1;67.2
11.01.2021;-1.9;50.8
12.01.2021;1.4;47.9
13.01.2021;1.2;41
14.01.2021;2.2;68.6
15.01.2021;0.2;77.5
16.01.2021;-0.4;74.8
17.01.2021;-0.4;76.3
18.01.2021;2.8;57.9
19.01.2021;3.1;42.8
20.01.2021;6.1;35.9
21.01.2021;8.9;32.5
22.01.2021;6.5;47.5
23.01.2021;4;68.2
24.01.2021;2.4;70.8
25.01.2021;1.2;78.4
26.01.2021;2.3;67.6
27.01.2021;1;68.2
28.01.2021;7.4;71.4
29.01.2021;10.1;52.4
30.01.2021;6;69.2
31.01.2021;2.4;69.1
01.02.2021;4.6;71.8
02.02.2021;8.5;73.1
03.02.2021;10.9;53.8
04.02.2021;8.2;61.8
05.02.2021;6.6;61.4
06.02.2021;7.2;37.5
07.02.2021;5;31.6
08.02.2021;-2.3;56.6
09.02.2021;-5.7;73.4
10.02.2021;-7.4;75.3
11.02.2021;-7;79.5
12.02.2021;-4.9;68.5
13.02.2021;-4.4;68.7
14.02.2021;-2;55.5
15.02.2021;0.5;53.9
16.02.2021;5.8;62.8
17.02.2021;7.7;48.4
18.02.2021;5.6;47.8
19.02.2021;7.8;50.7
20.02.2021;8.6;40.3
21.02.2021;7.5;43.4
22.02.2021;6.5;58.1
23.02.2021;10.3;54.2
24.02.2021;11.9;46.2
25.02.2021;11.3;53.5
26.02.2021;6.2;61.4
27.02.2021;5.6;63.8
28.02.2021;5.2;61.9
01.03.2021;6.4;72.5
02.03.2021;6.8;70.5
03.03.2021;7;71
04.03.2021;9.4;68.2
05.03.2021;4;68.8
06.03.2021;2.5;53.9
07.03.2021;2;47.9
08.03.2021;2.7;72.6
09.03.2021;3.6;75.5
10.03.2021;6.9;60.9
11.03.2021;9.8;26.2
12.03.2021;7.9;22.1
13.03.2021;7.1;14.4
14.03.2021;5.4;25.5
15.03.2021;6;43.2
16.03.2021;5.9;57.6
17.03.2021;4.3;72.5
18.03.2021;3.3;76.1
19.03.2021;3.1;64.4
20.03.2021;2.3;55.4
21.03.2021;5.4;32
22.03.2021;5.8;66.6
23.03.2021;6;73.7
24.03.2021;6.4;62
25.03.2021;10.1;67.7
26.03.2021;11.1;49
27.03.2021;8.8;24.4
28.03.2021;10.8;23.3
29.03.2021;13;35.6
30.03.2021;12.9;57.2
31.03.2021;14.3;66.8
01.04.2021;16;52.6
02.04.2021;9;35.2
03.04.2021;7.8;42.9
04.04.2021;6.5;39.3
05.04.2021;4.3;14.7
06.04.2021;2.3;36.8
07.04.2021;2.9;40.1
08.04.2021;5;44.5
09.04.2021;9.6;44.3
10.04.2021;11.9;63.5
11.04.2021;9.9;39.4
12.04.2021;5;60.6
13.04.2021;4.1;54.5
14.04.2021;4.3;65.5
15.04.2021;4.8;64.8
16.04.2021;5.5;63.8
17.04.2021;7.5;62.5
18.04.2021;8.7;69.1
19.04.2021;8.7;73.3
20.04.2021;9.6;69.3
21.04.2021;11.9;53.2
22.04.2021;9.7;41.1
23.04.2021;9.8;49.5
24.04.2021;11.2;47.3
25.04.2021;10.4;44.8
26.04.2021;10.4;58.8
27.04.2021;11.9;49.3
28.04.2021;12.5;53.4
29.04.2021;12.3;53.1
30.04.2021;7.3;69.4
01.05.2021;9.7;64.5
02.05.2021;10;45.7
03.05.2021;9.8;49.4
04.05.2021;10.7;21.2
05.05.2021;9.2;26.4
06.05.2021;7.7;55
07.05.2021;8.6;50.7
08.05.2021;10.7;41.4
09.05.2021;19.3;18.7
10.05.2021;16.7;45.5
11.05.2021;13.5;65.6
12.05.2021;13.2;66.9
13.05.2021;12.4;59.9
14.05.2021;12.6;57.7
15.05.2021;11.7;53.1
16.05.2021;13.3;47.5
17.05.2021;12.4;57.6
18.05.2021;11.8;61.5
19.05.2021;11.5;63.1
20.05.2021;13;59.4
21.05.2021;14.3;30.4
22.05.2021;13.1;13.7
23.05.2021;12.9;26.6
24.05.2021;12.8;27.2
25.05.2021;11.4;38.2
26.05.2021;11.1;41
27.05.2021;11.5;45.9
28.05.2021;13.4;58.6
29.05.2021;15.6;51.6
30.05.2021;16;43
31.05.2021;16.7;54.9
01.06.2021;18.4;54.7
02.06.2021;20.7;46.5
03.06.2021;21.5;44
04.06.2021;20.9;61.5
05.06.2021;19.3;57.3
06.06.2021;17.5;59.5
07.06.2021;17.6;66.1
08.06.2021;19.7;65.2
09.06.2021;21.1;65.3
10.06.2021;21.9;63.7
11.06.2021;22.4;57.8
12.06.2021;21.3;31.1
13.06.2021;18.8;31
14.06.2021;21.2;51.6
15.06.2021;23.2;61.3
16.06.2021;25.7;58
17.06.2021;27;50.8
18.06.2021;27.7;56.5
19.06.2021;27.8;49.7
20.06.2021;24.8;40.3
21.06.2021;21.7;49.9
22.06.2021;17.1;62.4
23.06.2021;19.6;67.7
24.06.2021;18.3;71.3
25.06.2021;18.4;68.9
26.06.2021;20.3;59
27.06.2021;22.4;50.2
28.06.2021;22.9;61.1
29.06.2021;19.1;61.6
30.06.2021;16.9;62.8
01.07.2021;16.3;61
02.07.2021;18.7;62.2
03.07.2021;20.7;56.6
04.07.2021;19.1;58.5
05.07.2021;18.6;64.1
06.07.2021;18.4;45
07.07.2021;19.3;62.3
08.07.2021;18.6;72.5
09.07.2021;18.1;65.4
10.07.2021;20;52.7
11.07.2021;19;57.1
12.07.2021;20;61.1
13.07.2021;17.5;69.1
14.07.2021;16.2;64.4
15.07.2021;18.8;60.3
16.07.2021;20.3;58.1
17.07.2021;21.3;44.5
18.07.2021;22.5;37.2
19.07.2021;21.5;59
20.07.2021;19.1;62.9
21.07.2021;19.3;63.8
22.07.2021;20.3;64.8
23.07.2021;21.5;63.7
24.07.2021;21.2;50.7
25.07.2021;21.6;48.9
26.07.2021;21;64.3
27.07.2021;20.5;59.4
28.07.2021;19.2;50.3
29.07.2021;19;27.1
30.07.2021;21.2;41.3
31.07.2021;19.9;22.9
01.08.2021;18;49.4
02.08.2021;16.2;51.5
03.08.2021;16.5;68.3
04.08.2021;17.4;69.3
05.08.2021;19;65.1
06.08.2021;18.4;49.6
07.08.2021;18.2;47.8
08.08.2021;16.9;23.5
09.08.2021;17.9;41.9
10.08.2021;19.4;56
11.08.2021;20.9;62.4
12.08.2021;21.9;62.2
13.08.2021;23.7;52.7
14.08.2021;22.6;37.2
15.08.2021;22.9;45.6
16.08.2021;19;34.9
17.08.2021;14.9;28.3
18.08.2021;17.4;41.3
19.08.2021;18.9;55.6
20.08.2021;19.5;66.5
21.08.2021;19.9;60.2
22.08.2021;17.8;52
23.08.2021;18.2;56.4
24.08.2021;16.2;59.2
25.08.2021;16.8;46.3
26.08.2021;16.2;49.6
27.08.2021;15.2;50.2
28.08.2021;15;50.8
29.08.2021;15;53
30.08.2021;16.6;59.2
31.08.2021;16.1;59.3
01.09.2021;15.9;64.2
02.09.2021;17.9;64.1
03.09.2021;17.8;58.6
04.09.2021;17.9;59.9
05.09.2021;19.9;51.5
06.09.2021;19;67
07.09.2021;18.8;70.2
08.09.2021;18.9;62.3
09.09.2021;19.8;63.2
10.09.2021;20.8;68.5
11.09.2021;18.9;61.3
12.09.2021;17.1;53.3
13.09.2021;17.7;68.1
14.09.2021;19;66.3
15.09.2021;19.8;68.2
16.09.2021;17.2;58.2
17.09.2021;15.2;67.7
18.09.2021;15.5;64
19.09.2021;15.5;55.4
20.09.2021;15;75
21.09.2021;13.8;66.6
22.09.2021;11.6;62.9
23.09.2021;13.8;34.8
24.09.2021;15.3;47.1
25.09.2021;15.5;60.5
26.09.2021;17.5;62.1
27.09.2021;17.8;63.5
28.09.2021;14.2;70.2
29.09.2021;13.7;51.6
30.09.2021;10.6;36.4
01.10.2021;11.3;37.8
02.10.2021;16.8;43.4
03.10.2021;18.9;22.3
04.10.2021;13.1;60.7
05.10.2021;13.5;60.7
06.10.2021;11.8;58
07.10.2021;12;77
08.10.2021;12;68.2
09.10.2021;11.4;51.1
10.10.2021;7.4;59
11.10.2021;6;58.1
12.10.2021;8.7;60
13.10.2021;7.2;66.9
14.10.2021;9.5;57.7
15.10.2021;9.7;46.3
16.10.2021;7.4;62.6
17.10.2021;8;62.9
18.10.2021;9.5;66
19.10.2021;11.6;53.4
20.10.2021;15;28.7
21.10.2021;12.8;28.2
22.10.2021;7.8;29.6
23.10.2021;7.4;51.4
24.10.2021;5.2;44.4
25.10.2021;6.8;59.4
26.10.2021;11.1;59.1
27.10.2021;10.2;53.5
28.10.2021;6.5;58.3
29.10.2021;7.3;50.7
30.10.2021;6.3;44.8
31.10.2021;13.9;37.3
01.11.2021;11;47
02.11.2021;8;73.7
03.11.2021;8;79.4
04.11.2021;7.7;66.2
05.11.2021;7.6;60.5
06.11.2021;5.3;39.3
07.11.2021;6;23.8
08.11.2021;5.9;65.9
09.11.2021;5.2;62.9
10.11.2021;2.2;73.8
11.11.2021;1.6;79
12.11.2021;1.6;70
13.11.2021;5.2;72.7
14.11.2021;9.2;71.8
15.11.2021;8.5;77.4
16.11.2021;7;85.4
17.11.2021;6.7;63.8
18.11.2021;6.4;44.5
19.11.2021;6.2;43.6
20.11.2021;8.2;50.2
21.11.2021;5.3;59.5
22.11.2021;5.5;68.6
23.11.2021;1.5;67.1
24.11.2021;2.8;74.1
25.11.2021;2;70.6
26.11.2021;2.8;62.6
27.11.2021;3.6;67.9
28.11.2021;2.6;74.3
29.11.2021;2.2;73.3
30.11.2021;4;40.1
01.12.2021;6.7;33.3
02.12.2021;4.2;59.5
03.12.2021;1.8;44.6
04.12.2021;4.7;67.4
05.12.2021;4.2;62.4
06.12.2021;2.6;70.7
07.12.2021;4;59.5
08.12.2021;4.6;56.5
09.12.2021;3.4;75
10.12.2021;2.4;76.5
11.12.2021;3.4;74
12.12.2021;3.5;53.5
13.12.2021;6.7;69.5
14.12.2021;6.2;72.8
15.12.2021;5.9;64.2
16.12.2021;6.7;74.8
17.12.2021;6.1;76.7
18.12.2021;3.6;64.5
19.12.2021;4.3;42.1
20.12.2021;3.1;74.3
21.12.2021;-1.2;81
22.12.2021;-3;74.8
23.12.2021;0.8;60.4
24.12.2021;7.8;47.1
25.12.2021;5.3;67.3
26.12.2021;2.5;56.8
27.12.2021;7.2;56.5
28.12.2021;9.1;48.5
29.12.2021;9.7;59.1
30.12.2021;13;26.2
31.12.2021;11.4;18.5
01.01.2022;9.8;34.6
02.01.2022;9.6;21.4
03.01.2022;10.6;29.4
04.01.2022;8.2;57.7
05.01.2022;4.1;36.5
06.01.2022;3.4;59.8
07.01.2022;1.7;48.3
08.01.2022;3.3;46.9
09.01.2022;5;46
10.01.2022;3.3;81.5
11.01.2022;2.9;75.9
12.01.2022;1.8;74.9
13.01.2022;-0.2;56.4
14.01.2022;-1.4;59.5
15.01.2022;0.6;77.8
16.01.2022;1.8;49.5
17.01.2022;3.8;45.2
18.01.2022;5.2;73.1
19.01.2022;3.2;50.4
20.01.2022;3.3;40.9
21.01.2022;2.4;51
22.01.2022;4.9;61.1
23.01.2022;4.5;73.2
24.01.2022;2.6;77.6
25.01.2022;0;78.4
26.01.2022;0.4;61.3
27.01.2022;0.8;40
28.01.2022;4.3;47.2
29.01.2022;4.4;24.4
30.01.2022;5.6;24
31.01.2022;4.7;59.2
01.02.2022;4.4;41.3
02.02.2022;8.4;41.4
03.02.2022;7.9;60.9
04.02.2022;7;42
05.02.2022;3.8;20.7
06.02.2022;6;18.6
07.02.2022;4.6;34.5
08.02.2022;5.6;40
09.02.2022;8.6;48.6
10.02.2022;6.2;60.3
11.02.2022;3.4;56.5
12.02.2022;1.1;46.3
13.02.2022;5.2;23.4
14.02.2022;7.9;35.9
15.02.2022;6.9;47.4
16.02.2022;8.9;30.3
17.02.2022;11.6;24.7
18.02.2022;10.8;35.9
19.02.2022;7.5;18.1
20.02.2022;8.8;17.5
21.02.2022;7.4;25
22.02.2022;7.6;35
23.02.2022;7.1;38.5
24.02.2022;7.8;37.4
25.02.2022;4.2;34.2
26.02.2022;3.2;63.5
27.02.2022;4.6;44.3
28.02.2022;4.2;53.2
01.03.2022;3.6;65
02.03.2022;2;75.4
03.03.2022;2.8;67.7
04.03.2022;4.1;66.9
05.03.2022;2.3;63
06.03.2022;3.5;67.8
07.03.2022;1.9;67.5
08.03.2022;3.6;59.8
09.03.2022;3.4;62.7
10.03.2022;6.9;48.1
11.03.2022;8.4;29.9
12.03.2022;7.7;35.5
13.03.2022;7.5;34.6
14.03.2022;9.1;62.6
15.03.2022;6;78.6
16.03.2022;8.8;60.3
17.03.2022;9.1;58.1
18.03.2022;9.2;59.4
19.03.2022;8.9;32.2
20.03.2022;10.4;21.3
21.03.2022;10.6;55.8
22.03.2022;8.5;66
23.03.2022;8.9;68.1
24.03.2022;9.6;68.9
25.03.2022;10.7;64
26.03.2022;12.3;49
27.03.2022;13;57.1
28.03.2022;11.9;61.6
29.03.2022;11.8;67.2
30.03.2022;8.4;74.9
31.03.2022;6.2;53.7
01.04.2022;2.1;45.7
02.04.2022;1.6;50.1
03.04.2022;2.7;52.6
04.04.2022;4.8;26.2
05.04.2022;7.8;48.2
06.04.2022;11.7;30.7
07.04.2022;11.3;21.6
08.04.2022;5.3;40.7
09.04.2022;4.3;26.5
10.04.2022;4;31.4
11.04.2022;8.7;57.3
12.04.2022;13.4;41.3
13.04.2022;16;56.4
14.04.2022;15.4;60.6
15.04.2022;13.7;53.5
16.04.2022;11.1;40.3
17.04.2022;10.5;37.6
18.04.2022;11;40.8
19.04.2022;12.1;50.9
20.04.2022;11.5;53.6
21.04.2022;11.7;56.8
22.04.2022;13.3;38.9
23.04.2022;13;26.3
24.04.2022;10.6;31.8
25.04.2022;10;64.4
26.04.2022;9.9;69.3
27.04.2022;11.8;65.9
28.04.2022;13.4;59
29.04.2022;14.1;61.7
30.04.2022;9.8;60.7
01.05.2022;11.5;61.9
02.05.2022;13.5;63.3
03.05.2022;15.3;61.8
04.05.2022;15.1;68
05.05.2022;13.3;68.3
06.05.2022;15.5;66.8
07.05.2022;16.1;57.5
08.05.2022;16.7;48.1
09.05.2022;18;57.8
10.05.2022;18.2;48.7
11.05.2022;22.1;40.7
12.05.2022;20.3;40.8
13.05.2022;18.3;43.9
14.05.2022;16.9;37.9
15.05.2022;19.7;44.1
16.05.2022;19.3;50.9
17.05.2022;19.3;62.2
18.05.2022;22.4;52.2
19.05.2022;23.3;52.5
20.05.2022;22.7;52.8
21.05.2022;16.9;21.9
22.05.2022;18.4;48
23.05.2022;19.3;40.4
24.05.2022;16.7;46.7
25.05.2022;17;45.4
26.05.2022;18;18.5
27.05.2022;16.6;17.6
28.05.2022;13.2;16.8
29.05.2022;12.8;41.1
30.05.2022;13.1;64.4
31.05.2022;15.6;63.8
01.06.2022;17.2;57.8
02.06.2022;17.3;50.9
03.06.2022;19.5;55.1
04.06.2022;20.9;48.2
05.06.2022;19.6;34.4
06.06.2022;19;21.6
07.06.2022;18.5;46
08.06.2022;17.2;60.6
09.06.2022;15.9;57.8
10.06.2022;17.9;52.8
11.06.2022;20.3;44.4
12.06.2022;22.3;38
13.06.2022;19.1;43.9
14.06.2022;19.4;53.8
15.06.2022;22.6;56.1
16.06.2022;22.6;47.2
17.06.2022;22.3;50.3
18.06.2022;26.2;37.4
19.06.2022;29;36.9
20.06.2022;18.7;56.4
21.06.2022;20.4;54.1
22.06.2022;20.2;64.1
23.06.2022;24.2;53.8
24.06.2022;20.1;50.8
25.06.2022;21.4;53.3
26.06.2022;22.6;49.8
27.06.2022;19.7;59.9
28.06.2022;21.2;59.5
29.06.2022;23.6;58.3
30.06.2022;24.5;55.3
01.07.2022;17.4;56.6
02.07.2022;20.1;41.5
03.07.2022;23.4;39.2
04.07.2022;22;50.2
05.07.2022;21.8;50.4
06.07.2022;18.3;48.9
07.07.2022;17.8;44.4
08.07.2022;18;46
09.07.2022;19.5;37
10.07.2022;17.7;30.6
11.07.2022;20.2;61.6
12.07.2022;21.2;55.9
13.07.2022;24.8;51.5
14.07.2022;23.3;49.9
15.07.2022;19.2;47.7
16.07.2022;19.8;29.8
17.07.2022;21.8;42.8
18.07.2022;23.9;57.3
19.07.2022;27.8;54.6
20.07.2022;28.3;44.1
21.07.2022;23.5;56.2
22.07.2022;24;56.3
23.07.2022;23.8;52.5
24.07.2022;24.8;40.6
25.07.2022;26.5;40.3
26.07.2022;22.9;45.7
27.07.2022;21.1;50.5
28.07.2022;22.7;56.3
29.07.2022;23;57.2
30.07.2022;22.2;54.7
31.07.2022;24.8;51.1
01.08.2022;24.3;57.8
02.08.2022;23.8;55
03.08.2022;25.9;54.2
04.08.2022;29.5;56.9
05.08.2022;24.8;56.5
06.08.2022;20.5;46.9
07.08.2022;21.8;46
08.08.2022;23;57.4
09.08.2022;24.8;55.1
10.08.2022;24.8;54.4
11.08.2022;23.9;52.9
12.08.2022;24.8;50.2
13.08.2022;24;49.3
14.08.2022;25.8;41.7
15.08.2022;22.8;58
16.08.2022;22.6;60.8
17.08.2022;22.5;64.7
18.08.2022;22.3;65.5
19.08.2022;24.4;70.2
20.08.2022;22.8;61.4
21.08.2022;21;47.7
22.08.2022;23.2;63
23.08.2022;24.3;57.4
24.08.2022;24.4;58.3
25.08.2022;25.5;53.7
26.08.2022;24.2;61.2
27.08.2022;22.3;57.3
28.08.2022;22.1;37.7
29.08.2022;21.8;57.7
30.08.2022;23.4;57.6
31.08.2022;20.2;59.9
01.09.2022;19.7;56.7
02.09.2022;20.8;44.5
03.09.2022;19.1;33.9
04.09.2022;19.9;39.1
05.09.2022;21.4;46.8
06.09.2022;22.5;48.5
07.09.2022;22.4;62.1
08.09.2022;18.7;61.3
09.09.2022;16.7;58.1
10.09.2022;16.5;59.5
11.09.2022;17.9;63.6
12.09.2022;17.8;61.3
13.09.2022;18.5;54
14.09.2022;19.1;68.2
15.09.2022;17.3;50.6
16.09.2022;14.6;35.2
17.09.2022;12.3;23.5
18.09.2022;12.4;21
19.09.2022;11.6;42.2
20.09.2022;11.5;62.8
21.09.2022;11.3;67.7
22.09.2022;11.6;65.2
23.09.2022;12.5;62.7
24.09.2022;13.4;65
25.09.2022;13;62.8
26.09.2022;12.1;41.6
27.09.2022;10.7;54.6
28.09.2022;11.1;72.1
29.09.2022;10.5;72.1
30.09.2022;11.1;58.9
01.10.2022;11.8;23
02.10.2022;13;24.1
03.10.2022;11.1;38.8
04.10.2022;11.1;51.1
05.10.2022;15.7;32
06.10.2022;14.7;37.1
07.10.2022;12.2;45.7
08.10.2022;13.1;37.8
09.10.2022;11.6;42.9
10.10.2022;13.9;46.2
11.10.2022;12.8;63.5
12.10.2022;11.3;68.9
13.10.2022;12.7;67.9
14.10.2022;14.6;69.7
15.10.2022;16.2;51.7
16.10.2022;16.9;40.1
17.10.2022;17.7;50.2
18.10.2022;17.1;66.2
19.10.2022;14.3;66.8
20.10.2022;13;43.7
21.10.2022;15.5;64.8
22.10.2022;15.6;54.4
23.10.2022;14.8;45.9
24.10.2022;16.9;33.9
25.10.2022;13.6;48.6
26.10.2022;15;60.9
27.10.2022;14;52.4
28.10.2022;17.4;48.7
29.10.2022;16.9;61.3
30.10.2022;15.3;56.1
31.10.2022;13;61.7
01.11.2022;13.9;31.6
02.11.2022;11.3;34.7
03.11.2022;9.8;42
04.11.2022;10.6;57.8
05.11.2022;9;50.3
06.11.2022;7.9;27.1
07.11.2022;12;36.9
08.11.2022;11.4;38.4
09.11.2022;13;40
10.11.2022;9.4;42.1
11.11.2022;6.2;48.6
12.11.2022;6;68.1
13.11.2022;5.6;52
14.11.2022;8.1;51.8
15.11.2022;11.9;56.2
16.11.2022;11.3;50.4
17.11.2022;10.9;38.8
18.11.2022;9.2;56.9
19.11.2022;4.9;66.7
20.11.2022;5.3;68.7
21.11.2022;7.4;67
22.11.2022;7.2;53.6
23.11.2022;7.7;52.8
24.11.2022;8.2;61.4
25.11.2022;6.8;62.8
26.11.2022;5.6;65.7
27.11.2022;3.5;47.4
28.11.2022;6.1;62.6
29.11.2022;7.2;80.5
30.11.2022;7.1;80.7
01.12.2022;4.5;80.5
02.12.2022;3.1;69
03.12.2022;3.2;65.4
04.12.2022;2.6;62.5
05.12.2022;4.1;72.8
06.12.2022;4.3;77.8
07.12.2022;4;62.4
08.12.2022;3;75.1
09.12.2022;1.3;79.8
10.12.2022;0.1;79.5
11.12.2022;-1.5;79
12.12.2022;-1.5;79.5
13.12.2022;-2.8;73
14.12.2022;-2;73.8
15.12.2022;-3.8;72.1
16.12.2022;-4.7;80.2
17.12.2022;-7.9;72.6
18.12.2022;-6.6;53.9
19.12.2022;1.6;43.7
20.12.2022;7.4;42.6
21.12.2022;9.7;55.7
22.12.2022;10.7;50
23.12.2022;11.5;60.2
24.12.2022;11;41.3
25.12.2022;10.7;43.6
26.12.2022;10.4;19.4
27.12.2022;4.5;26.3
28.12.2022;7;18.9
29.12.2022;11;16.8
30.12.2022;8.3;19
31.12.2022;14.8;14
01.01.2023;12.5;17.5
02.01.2023;12.1;35.9
03.01.2023;6.7;52.9
04.01.2023;7.9;18.2
05.01.2023;11.2;39
06.01.2023;10.3;38.4
07.01.2023;9.5;35.2
08.01.2023;8.9;33
09.01.2023;7.5;50.5
10.01.2023;6.4;48
11.01.2023;8.6;37.3
12.01.2023;9.2;23.4
13.01.2023;9.6;21.5
14.01.2023;8;14.7
15.01.2023;6.8;11.3
16.01.2023;5.3;41.8
17.01.2023;2.9;49.8
18.01.2023;0.6;62.7
19.01.2023;0.3;54.8
20.01.2023;0.7;78.6
21.01.2023;-1.2;62.1
22.01.2023;0.8;65.6
23.01.2023;1.7;78.5
24.01.2023;2.5;80.7
25.01.2023;1.4;80
26.01.2023;-0.4;77.8
27.01.2023;1.7;73.6
28.01.2023;2.1;75.2
29.01.2023;-0.4;45.8
30.01.2023;2.5;34.9
31.01.2023;3.9;35.4
01.02.2023;6.5;26.9
02.02.2023;8.1;46.4
03.02.2023;8.5;27.3
04.02.2023;6.9;64.9
05.02.2023;3.5;61
06.02.2023;2.6;76.8
07.02.2023;1;69.5
08.02.2023;-0.1;59.9
09.02.2023;-1.7;51.3
10.02.2023;0.5;49
11.02.2023;3.7;39.5
12.02.2023;5.8;70.5
13.02.2023;3.8;75.1
14.02.2023;0.2;75.8
15.02.2023;0.5;69.7
16.02.2023;4.9;51.9
17.02.2023;11.1;23.6
18.02.2023;12.1;26.5
19.02.2023;10.3;42.5
20.02.2023;9;19.3
21.02.2023;8.1;52.1
22.02.2023;7.5;69.2
23.02.2023;10.4;70.8
24.02.2023;8.2;44.4
25.02.2023;4.2;30.8
26.02.2023;0.9;44.9
27.02.2023;1.3;64.8
28.02.2023;1.8;63.6
01.03.2023;3.3;62.4
02.03.2023;5.2;64.8
03.03.2023;3;64.5
04.03.2023;1.7;44.7
05.03.2023;4.1;54.3
06.03.2023;3.8;65.3
07.03.2023;5.5;38.8
08.03.2023;6.4;70.9
09.03.2023;11.1;63.8
10.03.2023;9;41.9
11.03.2023;2.3;42.3
12.03.2023;5.2;39.8
13.03.2023;13.3;20.5
14.03.2023;9.2;28.3
15.03.2023;2.7;50.1
16.03.2023;5.2;37.5
17.03.2023;9.4;42.5
18.03.2023;13.5;51.2
19.03.2023;11.7;56.8
20.03.2023;10.5;62.2
21.03.2023;10.9;58.2
22.03.2023;13.8;30.3
23.03.2023;13.9;33.8
24.03.2023;13.6;28.4
25.03.2023;10.5;9.9
26.03.2023;8.9;35.7
27.03.2023;4.7;32.9
28.03.2023;5.1;48.9
29.03.2023;11.4;57.5
30.03.2023;13.7;29.9
31.03.2023;11.1;45.9
01.04.2023;10.6;24.1
02.04.2023;8;29.4
03.04.2023;4.7;49.7
04.04.2023;4.3;60.6
05.04.2023;4.9;63.7
06.04.2023;6.9;50.3
07.04.2023;8.9;43.3
08.04.2023;9.6;65.8
09.04.2023;9.9;49.3
10.04.2023;12;8.8
11.04.2023;11.2;28.2
12.04.2023;10;43.8
13.04.2023;8;41.2
14.04.2023;7.7;62.1
15.04.2023;7.8;49.8
16.04.2023;9.3;59.6
17.04.2023;10.5;58.1
18.04.2023;11.2;46.4
19.04.2023;11.2;34.9
20.04.2023;7.5;46.4
21.04.2023;10.2;28.8
22.04.2023;14.9;26.6
23.04.2023;14.1;40.4
24.04.2023;11.1;30.8
25.04.2023;8.9;40.9
26.04.2023;7.8;46.3
27.04.2023;10.7;57.1
28.04.2023;13.2;57.2
29.04.2023;12.7;46.5
30.04.2023;14.1;39.4
01.05.2023;13.8;44.5
02.05.2023;12.6;47.5
03.05.2023;12.4;53.3
04.05.2023;15.5;43.9
05.05.2023;17.1;38.6
06.05.2023;16.7;44.7
07.05.2023;16.2;25.5
08.05.2023;15.7;43.8
09.05.2023;16.3;37.9
10.05.2023;14.8;56.2
11.05.2023;12.3;66.8
12.05.2023;13.6;49.1
13.05.2023;14;40.2
14.05.2023;14.7;47.7
15.05.2023;15;50.8
16.05.2023;12.4;34.8
17.05.2023;11.1;37.5
18.05.2023;13.2;37.9
19.05.2023;14.6;38.5
20.05.2023;17.1;24.1
21.05.2023;20;25.6
22.05.2023;19.7;42.2
23.05.2023;16.4;36.6
24.05.2023;12.8;53.3
25.05.2023;15.7;42.8
26.05.2023;17;36.2
27.05.2023;17.4;33.8
28.05.2023;18.9;27
29.05.2023;20.2;16.7
30.05.2023;18.5;41.2
31.05.2023;20.3;37.2
01.06.2023;20.8;36.8
02.06.2023;16.7;40.3
03.06.2023;18.6;28.4
04.06.2023;19.3;31.1
05.06.2023;20.8;47.9
06.06.2023;20.4;54.4
07.06.2023;19.6;54.9
08.06.2023;20.3;43.4
09.06.2023;22;35
10.06.2023;24.4;22.5
11.06.2023;24.1;15.2
12.06.2023;22.3;34.5
13.06.2023;21.5;32.9
14.06.2023;20.5;42
15.06.2023;20.9;53.8
16.06.2023;20.8;55.3
17.06.2023;21.3;49.1
18.06.2023;23.6;46
19.06.2023;24.4;48.1
20.06.2023;25.1;54.8
21.06.2023;23.7;52.5
22.06.2023;25.6;51.8
23.06.2023;22.1;46.4
24.06.2023;22.1;44.3
25.06.2023;23.8;43
26.06.2023;23.7;30.1
27.06.2023;20.7;38.5
28.06.2023;20.4;53.6
29.06.2023;21.3;61.6
30.06.2023;20;64.3
01.07.2023;18.4;22.7
02.07.2023;20.5;7.7
03.07.2023;19.1;23.7
04.07.2023;21.1;29.4
05.07.2023;18.9;19.1
06.07.2023;18.8;43.9
07.07.2023;23.4;49.4
08.07.2023;24.8;32.4
09.07.2023;27.6;35.1
10.07.2023;25.6;52.2
11.07.2023;26.2;45.5
12.07.2023;24.1;35.7
13.07.2023;21.1;41
14.07.2023;22.7;52.5
15.07.2023;24.6;20.9
16.07.2023;21;13.1
17.07.2023;22.2;31.8
18.07.2023;22.5;50.3
19.07.2023;23.7;56
